160067.558 2606501.683 1.88
160073.636 2606501.596 2.079
160077.928 2606500.949 1.989
160081.887 2606504.006 1.773
160088.109 2606503.697 1.699
160093.58 2606499.504 1.754
160099.499 2606500.876 1.795
160102.245 2606501.951 1.899
160108.22 2606502.517 2.179
160111.673 2606503.428 2.307
160117.222 2606502.184 2.246
160120.759 2606503.464 2.266
160129.612 2606499.869 2.673
160131.122 2606500.04 2.618
160137.779 2606500.905 2.459
160143.697 2606503.598 2.43
160148.384 2606502.809 2.682
160151.164 2606502.012 2.844
160157.797 2606500.775 2.442
160160.944 2606502.56 2.108
160166.484 2606503.16 2.105
160173.028 2606500.352 2.311
160178.001 2606500.511 2.387
160184.85 2606501.024 2.342
160189.233 2606502.796 2.306
160193.281 2606500.767 1.939
160198.328 2606501.381 1.277
160201.855 2606503.395 1.133
160209.803 2606500.798 1.066
160212.702 2606504.082 0.99
160219.55 2606500.208 0.946
160223.047 2606502.736 0.908
160229.58 2606501.72 0.859
160231.21 2606500.638 0.808
160239.424 2606502.455 0.767
160241.979 2606500.974 0.725
160249.752 2606504.271 0.726
160253.914 2606501.525 0.679
160258.036 2606500.657 0.558
160261.742 2606502.525 0.516
160266.92 2606499.836 0.478
160271.876 2606503.462 0.425
160277.75 2606500.152 0.364
160281.25 2606499.779 0.277
160287.905 2606500.845 0.173
160294.582 2606502.318 0.062
160297.698 2606502.078 0.002
160302.346 2606499.702 -0.052
160305.948 2606504.139 -0.078
162045.13 2606503.245 0.086
162049.029 2606500.272 1.063
162051.635 2606503.136 1.437
162055.458 2606500.854 1.506
162061.617 2606501.987 2.277
162070.161 2606503.921 2.32
162074.362 2606502.286 2.328
162076.021 2606503.299 2.361
162081.735 2606503.455 2.425
162088.778 2606501.941 2.436
162091.529 2606502.238 2.451
162095.913 2606504.133 2.499
162100.691 2606503.079 2.542
162108.445 2606502.095 2.551
162111.868 2606501.998 2.573
162118.129 2606502.928 2.578
162123.811 2606499.958 2.591
162126.013 2606503.374 2.616
162133.187 2606501.278 2.627
162136.137 2606501.081 2.626
162141.412 2606501.194 2.661
162147.794 2606500.268 2.656
162151.072 2606503.153 2.459
162158.412 2606503.887 2.431
162160.354 2606503.332 2.424
162169.192 2606502.662 2.399
162172.041 2606502.88 2.394
162179.084 2606502.37 2.389
162181.822 2606500.835 2.401
162188.189 2606499.935 2.391
162191.297 2606500.828 2.369
162199.999 2606499.565 2.385
162205.293 2606501.391 2.359
162206.575 2606502.501 2.382
162213.369 2606500.845 2.435
162219.918 2606500.143 2.795
162221.166 2606503.454 0.492
162227.934 2606499.678 0.137
162231.56 2606500.354 -0.076
159927.823 2606496.713 -0.119
159932.788 2606495.254 -0.162
159936.952 2606498.389 -0.21
159941.982 2606497.247 -0.188
159948.885 2606494.902 -0.127
